Cbfa2t3h,Cdh1,Cdh5,Egfl7,Erg,Ets1,Ets2,Etv2,Etv6,Fli1,FoxH1,FoxO4,Gata1,Gfi1,Gfi1b,HbbbH1,Hhex,HoxB2,HoxB4,HoxD8,Ikaros,Itga2b,Kdr,Kit,Ldb1,Lmo2,Lyl1,Mecom,Meis1,Mitf,Myb,Nfe2,Notch1,Pecam1,Procr,Runx1,Sfpi1,Sox17,Sox7,Tal1,Tbx20,Tbx3
-2.447940338,-11,-11,-4.940889658,-11,-11,-2.752042508,-11,-6.499407478,-6.476606298,-0.157179167,-0.694441047,-4.233124638,-11,-1.246954498,6.495799079,-11,-11,-11,-11,-4.193891718,-11,-11,-6.203825718,-0.867413677,-6.604828778,-0.717147247,-11,-11,-6.406630958,-2.430941158,-1.851932368,-11,-3.638436608,-11,-2.502911728,-11,-11,-11,-0.430634637,-11,-11
-3.520085693,-11,-11,-5.307040433,-11,-11,-3.233151403,-11,-5.943857873,-2.441207383,0.175496098,0.134886268,-3.791526053,-11,-1.616818243,7.643513951,-11,-11,-11,-11,-3.341700283,-3.681231413,-5.433023583,-3.504979773,-1.446243463,-11,0.443956787,-11,-11,-11,-11,-1.158571173,-11,-5.475956723,-11,-3.532320043,-11,-11,-11,-1.430068183,-11,-11
-3.016950965,-11,-11,-5.975972905,-11,-6.486405995,-2.096432915,-11,-6.023268385,-11,1.285967875,-1.115172535,-2.053094735,-11,-0.592238785,8.166401276,-11,-11,-11,-11,-1.908831255,-4.869903125,-11,-6.153046685,-0.758709155,-6.787705565,0.094008515,-11,-11,-11,-11,-0.698447985,-11,-11,-11,-1.651114665,-11,-11,-11,-0.153270175,-11,-11
-1.893047395,-11,-11,-4.389948485,-11,-5.612214315,-1.042607345,-11,-5.101210765,-0.495416855,0.493218185,-1.206250375,-1.123258925,-11,-2.333151705,7.751926199,-2.862815625,-11,-11,-11,-1.864999035,-2.361469655,-11,-3.226088205,0.175522035,-4.259339125,0.551025475,-11,-11,-4.244163165,-0.745998425,-0.708821195,-11,-4.468054895,-11,-0.126123315,-11,-11,-11,0.741588685,-11,-11
-2.682274495,-11,-11,-4.379886195,-11,-5.172474495,-2.049006505,-11,-4.111136595,-11,1.515982555,-0.078673555,-3.601303215,-11,-0.535374705,7.788218586,-11,-11,-11,-11,-2.655256645,-1.185326505,-5.087841365,-4.140355195,0.038233215,-11,1.004889755,-11,-11,-11,-11,-0.178535495,-11,-3.467431815,-11,-1.216744425,-3.165062475,-11,-11,-0.645958245,-7.934541545,-11
-3.827298535,-11,-8.221352315,-11,-11,-11,-1.926030355,-11,-6.435351595,-4.493332735,1.167605685,-0.542529435,-3.655697085,-11,-1.298575725,7.306014314,-11,-11,-11,-11,-2.208299075,-5.592424365,-11,-3.995532195,-0.982868425,-5.294991085,-0.322462985,-11,-11,-6.621602375,-11,-0.647971105,-11,-4.389841595,-11,-1.716772005,-5.593875655,-11,-11,-1.030471255,-11,-11
-4.189028825,-11,-11,-2.479251155,-11,-11,-1.170887315,-11,-11,-3.069750785,1.373330135,-1.041439335,-2.602673525,-11,-1.193335005,6.657706379,-11,-11,-11,-11,-2.392713825,-2.556617745,-11,-3.832880745,-2.141100235,-11,-1.437081155,-11,-11,-11,-3.629032425,-0.168456765,-11,-2.102663805,-11,-2.121262625,-11,-11,-11,0.438459605,-11,-11
-4.432299113,-11,-11,-6.291751153,-11,-11,-1.805170693,-11,-5.532765343,-4.414254803,0.359674867,-1.778520143,-3.109342403,-11,-1.862835003,6.455297334,-11,-11,-11,-11,-2.131272143,-3.781243293,-11,-4.955666533,-0.562123523,-5.724693653,-2.942739913,-11,-11,-6.962801123,-1.799640203,-1.501594663,-11,-4.564522863,-11,-0.707066013,-11,-11,-11,-1.084673693,-11,-11
-1.94004482,-11,-11,-5.19005965,-11,-11,-1.45798353,-11,-3.40518607,-2.04985139,0.19948534,0.34661229,-1.6045302,-11,-0.58506812,7.306734204,-11,-11,-11,-11,-1.24963513,-2.76448148,-5.38332199,-4.75883899,0.03067599,-11,0.34733032,-11,-11,-7.1777931,-2.93059965,-0.48431296,-11,-3.16700189,-11,0.30803319,-4.81292742,-11,-11,0.80678966,-11,-11
-3.212343743,-11,-11,-5.554961673,-11,-6.910402493,-1.875216223,-11,-5.801577183,-11,0.992981708,-0.127845472,-3.225450523,-11,-1.734281403,7.649756436,-11,-11,-11,-11,-1.591857873,-2.077512793,-11,-5.956369813,-0.272535662,-11,-0.269666702,-11,-11,-11,-4.736451573,-0.959343342,-11,-5.455046723,-11,-0.834985992,-11,-11,-11,0.372274588,-11,-11
-3.63163149,-11,-11,-4.40118074,-11,-11,-4.98138973,-11,-5.1148586,-1.29405809,-0.54898733,-0.86569076,-2.79268947,-11,-0.2637561,6.750908458,-4.25336909,-11,-11,-11,-3.91568293,-3.37988358,-4.69895061,-6.1817353,-1.05126997,-11,0.11024985,-11,-11,-5.80365504,-1.62151497,-0.70883763,-11,-3.64445352,-11,-1.68326048,-4.75583579,-11,-11,-0.23415418,-11,-11
-3.372795255,-11,-11,-4.348459635,-11,-11,-2.972524555,-11,-4.403540185,-2.872384975,0.730191755,-1.551284385,-1.800170005,-11,-11,7.566781474,-3.765227295,-11,-11,-11,-2.384797725,-5.467016095,-11,-3.917071005,-1.664628485,-5.212325665,-1.325082545,-11,-5.062201075,-11,-11,-1.706833595,-11,-2.665802015,-11,-0.341414235,-11,-11,-11,-0.536556425,-11,-11
-4.47189668,-11,-11,-5.16191688,-11,-11,-1.97732311,-11,-4.64077909,-4.51156517,0.48171563,-1.29274457,-2.80716089,-11,-4.25996351,6.206409611,-11,-11,-11,-11,-4.55891971,-11,-11,-5.05880361,-1.64903491,-11,-2.75184781,-11,-11,-11,-5.09290777,-3.29914172,-11,-4.41211832,-11,-3.03744323,-11,-11,-11,-2.09055875,-11,-11
-2.122045535,-11,1.844716985,-4.057987885,-1.642611655,-5.230960885,0.536742475,-5.068784395,-1.555567305,1.224005345,-0.642910865,-1.410883035,-2.891590905,-11,-2.804299015,-1.693039125,-0.586033935,-11,-11,-11,-1.764414475,-1.202559355,-1.570071195,-0.377713245,-1.810897635,-11,0.452378815,-11,-0.319957465,-6.542898415,0.367445415,-1.453689615,-11,-1.198056725,-3.105371155,0.427240735,-0.072434595,-11,-11,-0.904147175,-11,-11
-3.501964553,-11,-11,-4.281783523,-11,-11,-2.525012373,-11,-5.469869323,-11,0.289417278,-1.855157683,-2.405774283,-11,-1.426497713,7.1933619,-6.238526963,-11,-11,-11,-3.665690833,-3.627353583,-11,-2.906609523,-0.573046283,-11,-0.749618673,-11,-11,-6.881566083,-5.232450343,-3.128127313,-11,-4.247968083,-11,-0.965112893,-11,-11,-11,-1.836243393,-11,-11
-2.583866155,-11,-11,-5.213631975,-11,-11,-1.933693205,-11,-4.461696145,-1.172895105,0.632979965,-0.231699925,-2.357426015,-11,-1.005276335,7.125186747,-11,-11,-11,-11,-2.373448405,-3.290421885,-2.583075555,-3.070879065,-0.039248375,-11,-1.371505725,-11,-11,-5.882441365,-1.633971045,-1.476837405,-11,-2.061307045,-11,-0.771150705,-11,-11,-11,-0.419585255,-11,-11
-1.322777203,-11,-3.536641493,-4.673858233,-5.195790873,-4.945851213,-0.050317553,-5.087212223,-1.801141513,2.657022018,-0.256180793,-0.852911963,-1.548483713,-5.427537073,-0.280057053,-0.001699333,-1.210119433,-11,-11,-11,-1.253376093,-2.240282833,-1.506287183,-0.385354273,-1.015341393,-11,1.753461808,-11,-0.588026403,-6.439653423,0.116980527,-0.215662163,-11,-1.104544013,-11,0.641303577,-0.159773803,-11,-6.481570653,0.598090947,-11,-11
-3.299967133,-11,-11,-11,-11,-6.283775703,-1.526006613,-5.010464953,-4.771041953,-0.935799023,0.345714988,-1.307817023,-3.727035303,-11,-2.002056083,6.819676471,-3.284465573,-11,-11,-11,-4.385256123,-4.182626383,-11,-4.696757243,-2.007664663,-11,-1.099765893,-11,-11,-11,-2.319728503,-1.482238493,-11,-3.952819293,-11,-1.143677093,-4.420166133,-11,-11,-0.216748873,-11,-11
-3.387402455,-11,-11,-11,-11,-11,-1.676850215,-11,-3.756742225,-2.840804245,0.230158355,-1.886818215,-2.497769655,-11,-4.974949125,6.682768344,-11,-11,-11,-11,-2.486220145,-11,-11,-11,-1.240387835,-4.202695235,-0.217910645,-11,-11,-11,-11,-1.426081595,-11,-3.929971925,-11,-2.934925635,-11,-11,-11,-0.590221145,-11,-11
-4.32236479,-11,-11,-5.09280627,-11,-11,-2.43600517,-11,-11,-5.64246108,0.38285116,-0.94779506,-4.60976007,-11,-0.24600847,7.359435041,-11,-11,-11,-11,-2.99584238,-2.8159077,-11,-5.75226427,-1.10757476,-11,-3.68277728,-11,-11,-7.04358357,-3.36090899,-1.16940601,-11,-4.94309851,-11,-3.35057603,-11,-11,-11,-1.05559522,-11,-11
-3.25108317,-11,-11,-5.78574541,-11,-11,-2.69610321,-11,-5.98468186,-3.37342101,0.02753717,-0.91384034,-11,-11,-0.67024435,6.967188312,-3.81201517,-11,-11,-11,-2.7090465,-4.28694866,-11,-4.99570901,-1.57063667,-11,-2.20912722,-11,-11,-11,-3.35604081,-1.82394519,-11,-11,-11,-2.25419427,-5.54245265,-11,-11,-1.24727694,-11,-11
-3.774450078,-11,-11,-4.226601608,-11,-11,-4.115693208,-11,-4.235186308,-3.364023218,-0.055670308,-0.630858038,-2.414474718,-11,-1.510053928,6.62092517,-11,-11,-11,-11,-2.578608668,-4.886256068,-11,-5.015026548,-1.266339208,-11,-1.511648798,-11,-11,-11,-11,-0.840022228,-11,-11,-11,-2.124865688,-11,-11,-11,-0.430030118,-11,-11
-11,-11,-11,-11,-11,-6.508886843,-2.653573643,-11,-5.484211133,-4.189442103,0.159098878,-0.334637943,-3.514724543,-11,-2.957317033,7.785340105,-11,-11,-11,-11,-1.235947783,-3.985798613,-11,-4.959908273,-1.037036303,-4.711998263,-0.537112582,-11,-11,-11,-11,-0.979709382,-11,-4.835410353,-11,-1.670835803,-11,-11,-11,-0.231768092,-11,-11
-5.369424805,-11,-11,-4.089434995,-11,-11,-2.816274205,-11,-11,-11,1.155754695,-1.173821535,-11,-11,-1.731136805,6.391867487,-11,-11,-11,-11,-3.968193005,-5.115975895,-11,-3.621506005,-4.911053835,-11,-1.701587285,-11,-11,-11,-7.188708255,-1.936585695,-11,-11,-11,-3.740787275,-11,-11,-11,-1.242956815,-11,-11
-1.598098515,-11,-11,-11,-11,-4.004857295,-1.405894935,-11,-2.902423125,-0.123139235,0.344009545,-1.257038885,-2.447599325,-11,-2.917719515,6.599041841,-1.512660875,-11,-11,-11,-3.538142295,-3.220694645,-3.787109805,-2.008249415,-0.172976495,-11,-1.234189095,-11,-11,-5.729265065,-0.555729325,-0.876010645,-11,-1.308463395,-11,-0.577266885,-2.592940675,-11,-11,0.029539655,-11,-11
-5.498180485,-11,-11,-3.478440035,-11,-5.915574705,-0.800409925,-11,-5.626327165,-1.905304585,1.154996595,-1.181689885,-2.205322395,-11,0.285549345,6.912556975,-1.190889235,-11,-11,-11,-2.713430355,-3.958953275,-11,-2.323055485,-0.713260795,-11,0.723817255,-11,-11,-11,-1.437075345,-0.976594175,-11,-2.087557295,-11,-1.535387195,-4.626798465,-11,-11,-0.342331235,-11,-11
-1.664129193,-11,-1.953867473,-4.044438773,-5.316980333,-5.519974063,0.082684138,-3.876830653,-3.273134613,1.668723058,0.129838108,-0.083352882,-2.681698133,-11,-1.528757423,-0.903659272,-3.277023813,-11,-11,-11,-2.975965873,-1.851965563,-2.120592313,-1.300828953,-1.386782953,-5.038583513,0.194086548,-11,-0.500844652,-11,-0.246247632,-1.681056433,-5.800389853,-2.162694833,-2.057452283,0.205040988,-1.780187263,-11,-11,-0.203102052,-11,-11
-3.03901937,-11,-11,-3.76409627,-11,-6.09022384,-2.11523873,-11,-4.61413985,-3.82712018,0.72641535,-0.73985358,-2.49141995,-11,-0.966423,7.269114891,-11,-11,-11,-11,-4.15146153,-11,-11,-11,-0.72647139,-11,-4.01978906,-11,-11,-6.30402426,-4.74966992,-0.85625259,-11,-3.07647067,-11,-1.70416535,-11,-11,-11,0.17934172,-11,-11
-2.475251258,-11,-11,-4.273644218,-11,-6.109647788,-1.471340378,-11,-4.339760868,-0.820534278,0.473955113,-0.869652108,-1.988405948,-11,-4.124115538,6.738672576,-1.987937038,-11,-11,-11,-3.144288948,-3.020028858,-11,-4.700306638,-1.686467718,-11,-0.545023238,-11,-11,-5.821656468,-1.222925368,-1.771642308,-11,-2.105683168,-11,-0.799399158,-6.213542128,-11,-11,-0.820340098,-11,-11
-6.745557305,-11,-11,-4.146506405,-11,-11,-1.580563975,-11,-4.466713245,-3.911749835,0.438248015,-2.297490895,-2.763753045,-11,-2.057050135,6.325219754,-3.900387525,-11,-11,-11,-2.525384185,-4.906111505,-11,-3.721726425,-1.105354005,-6.076844845,-1.723724865,-11,-11,-6.051268585,-2.908466585,-1.507814695,-11,-4.396630585,-11,-1.139855695,-6.241383195,-11,-11,-1.042236325,-11,-11
-2.919826205,-11,-11,-11,-11,-11,-2.353101475,-11,-5.662585535,-2.348465905,0.497904235,-1.519737975,-1.984767525,-11,-1.090123075,6.19177242,-11,-11,-11,-11,-2.352714595,-4.229130665,-5.715508475,-2.665183585,-1.228023135,-11,-0.109334335,-11,-11,-9.185437715,-1.565772665,-1.672537155,-11,-3.621923555,-11,-2.166318295,-4.564507575,-11,-11,-0.412230045,-11,-11
-3.88508969,-11,-11,-4.70786657,-11,-4.19197642,-2.42003785,-11,-11,-11,0.4052308,-2.49760856,-3.87533726,-11,-4.72764565,6.646954065,-11,-11,-11,-11,-3.06496859,-5.51800783,-11,-4.13368254,-2.24303214,-11,-4.19123992,-11,-4.41224443,-6.47306878,-4.62549598,-2.83170862,-11,-5.0434174,-11,-1.6769406,-4.44305253,-11,-11,-0.76950288,-11,-11
-11,-11,-11,-11,-11,-11,-1.74788721,-11,-6.11268444,-4.5030293,0.73299789,-0.9131939,-1.8566326,-11,-1.58221873,6.815160394,-4.32637628,-11,-11,-11,-1.55063716,-3.25014151,-5.88726646,-5.68620804,-1.02664193,-11,-1.67747211,-11,-11,-11,-1.68343378,-2.00265898,-11,-4.16752518,-11,-0.7312782,-11,-11,-11,-0.4435247,-11,-11
-3.032252675,-11,-11,-4.429102985,-11,-11,-2.216090935,-11,-4.093087035,-11,0.605511255,-0.368029285,-3.713970505,-11,-3.217076695,7.335191428,-11,-11,-11,-11,-3.076631875,-3.319285745,-11,-4.497483105,-1.672079835,-11,-0.210259795,-11,-11,-4.958620485,-11,-1.173053655,-11,-11,-11,-1.855120165,-11,-11,-11,-0.267430805,-11,-11
-5.43651065,-11,-11,-5.07658816,-11,-11,-1.58620366,-11,-4.66465511,-2.78840928,-0.10030041,-0.48805217,-4.40780452,-11,-1.29250885,6.975214939,-11,-11,-11,-11,-1.87618726,-4.45470011,-4.24884914,-6.68077487,-0.86260793,-11,-1.05853233,-11,-11,-11,-11,-1.86447175,-11,-2.69989689,-11,-2.32919819,-11,-11,-11,-1.33050011,-11,-11
-1.925936863,-11,-11,-8.319341323,-11,-11,-2.340678713,-11,-11,-3.218907973,1.629341068,0.310224888,-2.494161633,-11,-0.715570293,7.825481876,-3.029469433,-11,-11,-11,-1.667314463,-1.730587303,-5.187557623,-2.492548713,-0.337688002,-5.793105143,-2.874693163,-11,-11,-4.543536653,-1.161642943,0.090906858,-11,-3.455952193,-11,-0.878335832,-11,-11,-11,0.061349617,-11,-11
-3.334603053,-11,-11,-11,-11,-11,-3.777403973,-11,-3.290766893,-1.537949803,0.783813767,-0.934587083,-5.180324663,-11,-0.252607043,7.031605368,-11,-11,-11,-11,-4.406394443,-2.245397083,-11,-2.451662323,-2.591658503,-11,-1.371324463,-11,-11,-11,-4.958251903,-3.422776013,-11,-11,-11,-2.919052913,-4.697664013,-11,-11,-0.332875113,-11,-11
-2.213198928,-11,-11,-11,-11,-11,-1.586878758,-11,-3.694563548,-2.144976518,1.091524293,-1.028809208,-2.238228758,-11,-1.463594298,6.812402692,-3.289944658,-11,-11,-11,-1.410521898,-4.424866048,-11,-4.214364098,-1.136157278,-4.741470998,-3.948900698,-11,-11,-7.405485538,-1.913059888,-1.061214658,-11,-2.456128608,-11,-0.335523887,-4.472456818,-11,-11,0.207620783,-11,-11
-6.026932238,-11,-11,-4.110347108,-11,-6.505096478,-2.147094338,-11,-5.140188488,-11,0.353866343,-0.435597327,-3.643158098,-11,-2.712647018,7.612519088,-11,-11,-11,-11,-3.549053128,-2.315228588,-11,-11,-0.317431567,-11,-2.035323708,-11,-11,-4.975629298,-2.672425528,-1.131511478,-11,-2.282761328,-11,-1.658900888,-11,-11,-11,-0.240358897,-11,-11
-2.627222925,-11,-11,-11,-11,-6.270631835,-2.820296485,-11,-11,-11,0.168760115,-0.997686775,-2.575591665,-11,-2.188941515,6.661930557,-3.150109835,-11,-11,-11,-2.842545005,-2.697899935,-11,-2.350646925,-1.333824985,-11,-1.086750535,-11,-11,-11,-1.217515225,-1.170255575,-11,-2.770641865,-11,-1.096518015,-4.715211225,-11,-11,-0.741723015,-11,-11
-3.59859142,-11,-11,-11,-11,-6.58396717,-2.21018506,-11,-4.39694155,-1.37255603,1.38624965,-1.0868072,-2.29547032,-11,-8.51858751,7.535934765,-11,-11,-11,-11,-2.51610326,-2.16928723,-11,-7.28149297,-1.02160029,-11,-1.14466545,-5.30945313,-11,-7.09688957,-3.54927113,-0.93516515,-11,-3.84595759,-11,-2.33727251,-11,-11,-11,-0.72123644,-11,-11
-4.03602791,-11,-11,-4.75385186,-11,-11,-1.98506485,-11,-11,-3.68150326,0.75065293,-0.98286628,-4.44032084,-11,-0.33188903,7.623927376,-11,-11,-11,-11,-3.84213588,-4.7533755,-11,-5.63506081,-1.06601461,-11,-0.75271477,-11,-11,-11,-11,-1.21395646,-11,-11,-11,-3.89224009,-11,-11,-11,-1.56674162,-11,-11
-3.165599285,-11,-11,-11,-11,-11,-2.099219595,-11,-3.701942685,-11,0.563987075,-1.144287595,-4.775294815,-11,-3.651403975,7.474906233,-11,-11,-11,-11,-1.895237475,-4.038608245,-11,-6.189538855,-1.072742645,-5.066847595,-0.049559925,-11,-11,-11,-3.017067075,-0.822023005,-11,-11,-11,-1.216998655,-11,-11,-11,0.333610655,-11,-11
-2.188146313,-11,-11,-11,-11,-11,-4.402973993,-11,-3.947504423,-11,0.573281458,-0.776738923,-5.547297263,-11,-2.259464713,7.40188503,-11,-11,-11,-11,-2.379906613,-4.483203223,-6.130330903,-3.905617913,-0.981104342,-11,-0.125489162,-11,-11,-11,-11,-1.218859723,-11,-4.794114893,-11,-2.846360243,-11,-11,-11,-0.106926333,-11,-11
-2.651060265,-11,-11,-11,-11,-11,-1.245141525,-11,-4.593263625,-11,1.149536415,0.041944375,-1.565277715,-11,-2.205595415,7.647128997,-11,-11,-11,-11,-1.632408055,-2.330671755,-11,-5.398268105,-1.380144795,-11,-0.771699825,-11,-11,-11,-11,-0.019571145,-11,-11,-11,-1.206749325,-11,-11,-11,1.084219205,-11,-11
-2.026867233,-11,-11,-11,-11,-5.851690503,-0.176280223,-11,-11,-3.206746123,0.998579548,0.885939208,-1.618750213,-11,-2.429266713,7.90909214,-11,-11,-11,-11,-1.410833103,-2.846786793,-11,-5.512741123,-0.110709872,-11,-0.875084592,-11,-11,-11,-3.629981083,-0.261986023,-11,-2.654442413,-11,-1.048689593,-3.972721433,-11,-11,0.099088927,-11,-11
-3.16663478,-11,-11,-5.17084475,-11,-11,-1.14953228,-5.83703756,-5.38277254,-2.24357213,0.71199698,-0.47460786,-2.21480451,-11,-1.9790736,6.811645719,-3.15153929,-11,-11,-11,-1.96321353,-3.54229252,-5.30786867,-4.76594538,-1.46424134,-5.82978263,-0.21729851,-11,-11,-6.45687355,-1.41000781,-1.78025428,-11,-1.69558921,-11,-1.25405579,-3.7435603,-11,-11,0.05800377,-11,-11
-2.093560065,-11,3.241436905,-1.353111025,-3.018879975,-3.703387445,1.726812225,-11,-1.745858055,1.483976565,-2.606946605,-2.076854765,-11,-5.004394775,-4.501057935,-2.239511475,-1.327530175,-11,-11,-11,-1.866930805,-0.555744045,-0.080568155,0.529598165,-1.271686035,-11,0.715481995,-11,0.151155235,-5.710521635,-1.694790815,-2.316841325,-4.329965785,-0.560529665,-3.377938675,-0.319729305,0.796199575,-11,-11,-1.997231765,-11,-11
-4.029168995,-11,-11,-5.589670535,-11,-11,-2.037969535,-11,-5.475155915,-11,1.514893995,-0.734385075,-2.288620645,-11,-3.876143285,7.10834862,-2.846085185,-11,-11,-11,-2.170979295,-4.913763695,-11,-3.941965065,-0.508349435,-11,-0.518259505,-11,-3.744743995,-11,-5.170890665,-1.085185795,-11,-5.598149825,-11,-1.336775645,-11,-11,-11,-0.339274615,-11,-11
-3.337424225,-11,-11,-3.992988695,-11,-11,-2.219125785,-11,-5.092450805,-2.251286315,0.669312455,-0.207284205,-2.732480495,-11,-2.348338415,7.014808466,-11,-11,-11,-11,-4.672586125,-2.303717365,-11,-3.237582415,-0.835609275,-5.820118045,-1.478216195,-11,-3.554866065,-4.599812765,-4.575742515,-1.996334435,-11,-3.763584735,-11,-2.503412295,-5.582042005,-11,-11,-0.068187745,-11,-11
-2.485940793,-4.207900043,-11,-4.688355673,-11,-11,-1.979876963,-11,-3.632426443,-2.765164923,1.052597038,-0.332931433,-1.484947423,-11,-3.784448153,6.981128568,-11,-11,-11,-11,-2.793404913,-3.660096423,-11,-4.715205203,-0.562987862,-11,1.336950508,-11,-11,-4.343673773,-2.791144363,-1.082659253,-11,-3.192810573,-11,-1.200277313,-11,-11,-11,-0.187146152,-11,-11
-1.993957553,-11,-8.174937423,-4.783587723,-11,-11,-2.121762563,-11,-4.204905743,-2.781444453,0.213694068,-0.496364103,-3.397371643,-11,0.144732768,7.612406406,-2.529209743,-11,-11,-11,-3.565494193,-2.879715323,-4.913608403,-3.503272043,-1.434916243,-7.673611863,-0.404736823,-11,-4.697246303,-7.491995713,-11,-0.139039182,-11,-3.981578693,-11,-0.876546253,-3.895047843,-11,-11,-0.320739113,-11,-11
-3.459152733,-11,-11,-11,-11,-5.612926723,-2.268374283,-11,-5.281219563,-11,-1.041429703,-1.853730223,-3.288084143,-11,-4.424596273,6.478035314,-5.233341973,-11,-11,-11,-1.949072413,-2.334346373,-11,-5.660611833,-1.070505253,-5.651145333,-0.643305953,-11,-11,-11,-1.772912933,-1.149436193,-11,-3.501004323,-11,-1.310901993,-4.806990743,-11,-11,-0.672737242,-11,-11
-3.633057635,-11,-11,-5.684739905,-11,-11,-2.130573945,-11,-5.330502535,-11,0.037594465,-0.864384875,-2.155862295,-11,-1.955322995,7.832246342,-3.996394065,-11,-11,-11,-4.045500635,-4.403820275,-11,-7.022289415,-1.067057305,-11,-1.361674435,-11,-11,-6.572434545,-4.911321815,-1.238999945,-11,-2.336410935,-11,-1.328289825,-11,-11,-11,-0.799874895,-11,-11
-2.978298305,-11,-11,-11,-11,-11,-2.531253155,-11,-4.573352095,-3.352897305,0.710736865,-0.569372285,-4.084983015,-11,-0.107766025,7.058153452,-2.332899175,-11,-11,-11,-3.975253395,-3.634837575,-4.563297655,-3.205286465,-1.893282255,-11,-0.989306845,-11,-11,-4.746000085,-1.187380175,-0.838472065,-11,-5.101475445,-11,-0.867074975,-4.792879095,-11,-11,-0.689534045,-11,-11
-2.648086188,-11,-11,-5.828919138,-11,-11,-3.603905208,-11,-5.799608548,-3.992419558,0.936548993,-0.547724557,-2.770014678,-11,-0.053799597,6.952039053,-11,-11,-11,-11,-2.506618038,-2.551262408,-11,-3.171878898,-0.810924868,-11,0.169990943,-11,-11,-4.610796458,-2.475243648,-0.974904488,-11,-4.504512508,-11,-3.463824218,-11,-11,-11,-0.510814417,-11,-11
-2.069968248,-11,-11,-4.709520238,-11,-11,-5.181064848,-11,-6.798047628,-2.153429128,-0.156375708,-3.428902868,-3.974533388,-11,-5.727588028,6.195966804,-11,-11,-11,-11,-2.666209878,-3.645380668,-4.245038028,-3.253683648,-2.985311388,-11,-0.562679028,-11,-11,-11,-4.620911638,-2.332050638,-11,-3.241045198,-11,-3.395453168,-5.516081208,-11,-11,-1.329359208,-11,-11
-2.622719635,-11,1.584797695,-0.871438615,-2.094445345,-5.115261315,-0.398716015,-3.020506215,-2.601770255,2.086188075,0.614168845,-0.596189965,-4.009474535,-11,-0.865100075,-0.452697675,-0.100003825,-11,-11,-11,-2.253314535,-0.696959255,0.266427955,0.094137115,-0.872346835,-3.386392495,0.760248125,-11,0.284323455,-11,0.410226215,-0.603812115,-11,-0.144756735,-4.227567335,0.514255575,0.449238055,-11,-11,-0.033325665,-11,-11
-11,-11,-11,-11,-11,-11,-1.433732078,-11,-3.430722558,-3.859352958,0.274109003,-1.033523318,-4.234350948,-11,-1.167009638,7.385319691,-11,-11,-11,-11,-2.923383148,-3.076045658,-11,-3.304888128,-1.705788818,-11,-2.931150208,-11,-11,-11,-2.901680198,-1.338814798,-11,-3.862563828,-11,-1.262061278,-11,-11,-11,-0.226227447,-11,-11
-2.169849993,-11,-11,-4.524239723,-11,-5.110078253,-1.261388233,-5.476279683,-3.079661323,1.138520168,0.783661828,-0.743099093,-2.949056153,-11,-0.313546293,4.967900258,-11,-11,-11,-11,-2.582645733,-1.917012823,-3.736039213,-1.633927513,-2.956163223,-11,-0.805521973,-11,-2.015847393,-11,-0.202622943,-0.183498253,-11,-0.955420643,-11,-1.061241123,-3.644771473,-11,-11,-0.483292703,-11,-11
-4.923926905,-11,-3.370305225,-11,-11,-11,-4.845870565,-11,-4.881421915,-4.008588825,0.354905505,-2.026368255,-3.807575415,-11,-2.127628375,7.211738023,-11,-11,-11,-11,-2.747072905,-11,-11,-11,-0.411834815,-11,-2.101549365,-11,-2.488180925,-11,-11,-1.800781255,-11,-11,-11,-2.051690955,-11,-11,-11,-1.179408675,-11,-11
-4.70792739,-11,-11,-11,-11,-11,-2.56318795,-11,-4.79151883,-11,0.19317313,-0.67196248,-2.4222198,-11,-2.03837053,7.211058428,-11,-11,-11,-11,-1.9555353,-5.54737868,-4.66273868,-6.33353539,-1.9353429,-11,-11,-11,-11,-11,-2.97527658,-1.83748079,-11,-4.71881181,-11,-2.49837549,-11,-11,-11,-0.41155253,-11,-11
-3.515082045,-11,-11,-4.330561175,-11,-5.763647755,-3.342250795,-11,-3.979350785,-11,0.791605035,-0.175049505,-1.886212195,-11,-0.172827315,7.71081008,-11,-11,-11,-11,-3.294727895,-3.501042725,-11,-11,-2.505081375,-5.156621215,-0.291953665,-11,-11,-6.791955325,-4.382580075,-0.092685255,-11,-11,-11,-1.605103605,-11,-11,-11,-0.036542075,-11,-11
