Cbfa2t3h,Cdh1,Cdh5,Egfl7,Erg,Ets1,Ets2,Etv2,Etv6,Fli1,FoxH1,FoxO4,Gata1,Gfi1,Gfi1b,HbbbH1,Hhex,HoxB2,HoxB4,HoxD8,Ikaros,Itga2b,Kdr,Kit,Ldb1,Lmo2,Lyl1,Mecom,Meis1,Mitf,Myb,Nfe2,Notch1,Pecam1,Procr,Runx1,Sfpi1,Sox17,Sox7,Tal1,Tbx20,Tbx3
-3.154206268,-11,-11,-11,-11,-6.396377318,-2.934046948,-11,-11,-11,0.964430583,-0.996354608,-3.312796798,-11,-1.034870498,7.23698784,-11,-11,-11,-11,-3.132033518,-4.083073748,-11,-4.778926558,-0.973678427,-11,0.439293053,-11,-11,-5.988942258,-2.635462678,-1.241567648,-11,-5.702082588,-11,-2.799369658,-4.870656388,-11,-11,-0.974418627,-11,-11
-2.323723255,-11,-2.867628365,-11,-11,-11,-1.972586665,-11,-11,-11,0.558321925,-1.048744235,-2.950779125,-11,-0.402624505,6.897598117,-11,-11,-11,-11,-5.484029375,-5.146621985,-5.689944695,-11,-3.003956675,-11,-1.696750195,-11,-11,-11,-2.968383275,-1.277607985,-11,-5.773760655,-11,-2.542070645,-2.971200465,-11,-11,-0.670460135,-11,-11
-4.408061365,-11,-11,-11,-11,-6.233042135,-1.897267285,-11,-4.931416725,-1.662268415,0.962270895,0.170809125,-1.860093265,-11,-0.271712515,8.363556648,-11,-11,-11,-11,-2.569498525,-3.250352845,-11,-4.511138025,-2.127707965,-4.117492945,-0.499337545,-11,-11,-11,-1.403274645,-1.172438045,-11,-5.286013465,-3.580121325,-1.039712415,-11,-11,-11,-0.363563975,-11,-11
-5.67413436,-11,-11,-3.9427494,-11,-11,-3.05022003,-11,-5.91924289,-4.01784879,0.79097914,-0.61701573,-4.13833112,-11,-1.94447587,6.709735616,-11,-11,-11,-11,-3.68364937,-3.47048956,-11,-11,-1.25304666,-11,-1.82515917,-11,-11,-11,-4.80383838,-2.23031693,-11,-3.93730804,-11,-2.48766438,-4.964705,-11,-11,-1.34588345,-11,-11
-4.296809063,-11,-11,-3.577395103,-11,-6.249387563,-0.837526903,-11,-3.410939223,-3.768367993,0.262515678,-0.160464852,-3.353746883,-11,-0.282925842,7.824313429,-11,-11,-11,-11,-3.326219723,-2.755060323,-5.506465743,-5.022190923,-2.655281463,-6.164516013,-0.386547442,-11,-11,-5.473999033,-3.646964623,-1.262688763,-11,-5.592594293,-11,-2.295843463,-6.867304103,-11,-11,-0.363862212,-11,-11
-11,-11,-11,-11,-11,-11,-2.691538078,-11,-4.574308408,-1.168546888,0.270886853,-1.254694128,-2.733127638,-11,-0.930283827,7.394964273,-11,-11,-11,-11,-11,-4.482747358,-5.258580578,-4.555763338,-3.435335748,-11,-1.158891418,-11,-11,-11,-3.918355468,-1.005277888,-11,-3.592939978,-11,-1.845939778,-4.762274478,-11,-11,-1.492942998,-11,-11
-3.350145268,-11,-11,-11,-11,-6.803632768,-2.268884958,-11,-3.148352768,-0.875734467,0.961699093,-0.984045568,-1.152923228,-11,-0.928177008,6.694406118,-11,-11,-11,-11,-5.610921538,-2.914278258,-6.138990088,-6.420732218,-2.130079828,-5.761950988,1.207583693,-11,-11,-4.607241438,-3.397940258,-1.610421378,-11,-3.043861108,-4.330861348,-1.488130088,-3.020483008,-11,-11,0.157505973,-11,-11
-3.827929963,-11,-11,-4.276813213,-11,-11,-3.754079153,-11,-5.635288933,-4.157747733,0.499776178,0.088794028,-1.211734323,-11,-1.018433143,7.603269144,-11,-11,-11,-11,-2.392354833,-2.903322003,-5.532710003,-6.256658923,-0.875079342,-11,-0.026117372,-11,-11,-6.338028593,-11,-0.711580433,-11,-11,-11,-1.589664743,-11,-11,-11,-0.490837792,-11,-11
-4.869380305,-11,-11,-5.340219975,-11,-11,-2.616487075,-11,-11,-11,0.448134035,-1.507701425,-3.474358925,-11,-4.526240335,6.523251122,-11,-11,-11,-11,-2.584850375,-4.910720595,-4.991417625,-4.289615655,-2.140124925,-5.543625765,-9.489215865,-11,-11,-11,-11,-2.473726785,-11,-3.354905585,-11,-2.121132925,-11,-11,-11,-2.260539025,-11,-11
-11,-11,-11,-6.039755258,-11,-6.584073298,-1.901665808,-11,-4.239450058,-2.899364208,0.227723773,-1.704196498,-3.227330418,-11,-3.328899828,6.870264621,-11,-11,-11,-11,-3.286970938,-4.629595118,-11,-3.916526448,-2.700372858,-11,-4.635818438,-11,-11,-7.442747018,-3.495272248,-2.311400258,-11,-3.052056328,-11,-2.670879858,-5.420066178,-11,-11,-0.895347597,-11,-11
-2.77282797,-11,-11,-11,-11,-6.831274,-0.90709336,-11,-11,-11,-0.70710766,0.10031123,-3.45336131,-11,-2.46186232,7.39092956,-4.19530069,-11,-11,-11,-1.49749119,-2.5350664,-11,-11,-1.16724981,-11,-0.05293136,-11,-11,-7.92287858,-3.61949612,-0.46146603,-11,-3.12855177,-11,-1.21844465,-11,-11,-11,-0.40898149,-11,-11
-3.977780563,-11,-11,-4.323773463,-11,-11,-2.335466303,-11,-3.594742403,-3.467930823,1.207438458,-1.182497733,-2.950766523,-11,-3.644987673,7.409435418,-11,-11,-11,-11,-1.692734123,-2.640536563,-5.695251673,-5.662190293,-2.106136343,-8.937943093,0.137643877,-11,-11,-11,-11,-0.656022963,-11,-3.829536993,-11,-0.344141243,-4.138704133,-11,-11,-0.359891353,-11,-11
-3.306933178,-11,-11,-11,-11,-6.645486338,-2.525502228,-11,-4.911004678,-1.180874108,0.626408192,-1.264336868,-3.184226688,-11,-1.053322338,7.260069288,-2.369300238,-11,-11,-11,-2.666417838,-4.094914598,-6.304509388,-2.537298528,-0.404788908,-6.636259138,-1.915866168,-11,-11,-11,-5.016332738,-0.919547478,-11,-2.708817048,-11,-1.266831248,-5.074773398,-11,-11,-1.820096408,-11,-5.058762548
-1.82686205,-11,-11,-4.49415248,-11,-11,-3.29327326,-11,-4.08372351,-1.70658666,0.92095059,-1.02989539,-3.44580069,-11,-2.92643688,7.378609763,-11,-11,-11,-11,-2.50964015,-2.66099409,-5.32308685,-2.92066351,-2.01894552,-11,-0.72124326,-11,-4.07551625,-11,-2.9096974,-1.64701383,-11,-3.788385,-11,-1.69976271,-2.20932408,-11,-11,-0.14650217,-11,-11
-2.866380903,-11,-11,-11,-11,-11,-3.704003913,-11,-5.428490963,-2.352671373,0.634509398,-0.673553553,-3.512250563,-11,-0.517647863,7.431453592,-11,-11,-11,-11,-1.599782773,-1.975399953,-5.735766393,-6.215361533,-2.217063583,-11,0.324682638,-11,-11,-5.406273833,-11,-1.274208243,-11,-11,-11,-4.323824553,-11,-11,-11,-1.361499663,-11,-11
-3.355496753,-11,-11,-5.592213303,-11,-11,-4.887499343,-11,-6.404195183,-1.839088403,0.635784417,-1.943773073,-2.973132843,-11,-1.710304333,7.126130937,-11,-11,-11,-11,-4.496334403,-3.862893213,-6.042457413,-11,-0.679847183,-11,-0.387273883,-11,-11,-11,-2.427598453,-1.500055423,-11,-11,-11,-2.942372643,-11,-11,-11,-2.363623073,-11,-11
-3.408942363,-11,-11,-5.101689903,-11,-11,-1.246538283,-11,-4.911705883,-2.085802633,-0.076471122,-0.739442552,-4.496433583,-11,-1.561736213,7.180050254,-11,-11,-11,-11,-3.015936333,-2.917055763,-5.556920103,-4.625450063,-2.299040153,-11,-1.147935293,-11,-11,-11,-11,-2.084461933,-11,-2.808236933,-11,-1.605320853,-11,-11,-11,-1.957753873,-11,-11
-2.921543525,-11,-11,-11,-11,-11,-2.040200525,-11,-2.952943205,-11,0.508495105,-1.068544155,-2.693847835,-11,-0.868640245,6.635309301,-11,-11,-11,-11,-3.175161645,-5.666957895,-11,-4.564167095,-1.784910105,-11,-11,-11,-11,-7.227382065,-2.685879515,-1.645694305,-11,-3.181371755,-11,-2.107041215,-3.763849555,-11,-11,-0.762537245,-11,-11
-2.409001653,-11,-11,-11,-11,-11,-4.440950393,-11,-4.722481223,-4.215045843,-0.987095972,-0.535613773,-1.460007343,-11,-0.899931533,7.412037565,-3.705439313,-11,-11,-11,-3.820579323,-2.325988163,-6.055427373,-5.156761743,-2.349227823,-11,0.313816797,-11,-11,-11,-11,-0.026559672,-11,-11,-11,-2.602319303,-11,-11,-11,-0.144400423,-11,-11
-3.655699758,-11,-11,-5.259592488,-11,-11,-3.643103918,-11,-5.205476258,-11,0.864008312,-0.474697497,-1.814223678,-11,-1.788953408,7.552359545,-11,-11,-11,-11,-11,-4.455711908,-11,-11,-3.861472118,-11,-0.293712268,-11,-11,-6.733848378,-2.977456978,-0.395926948,-11,-5.659316348,-11,-1.975330928,-11,-11,-11,0.296089322,-11,-11
-2.992385458,-11,3.016653793,-3.423021888,-3.962153588,-4.183921438,0.071923792,-4.493565468,-1.343426698,0.863762453,-2.972171808,-2.431415698,-5.144442788,-3.774222978,-11,-11,-2.192103488,-11,-3.179511198,-11,-2.695486788,-1.712425268,-0.579979898,-0.638221588,-1.835908748,-11,0.100026292,-5.353157388,-0.158203918,-5.317542948,-1.657574258,-2.255680538,-5.028276308,-1.159317708,-11,0.086911782,0.769748342,-11,-11,-0.454357728,-11,-11
-2.802199938,-11,-11,-4.003134598,-11,-6.286066518,-1.949146628,-11,-5.671406858,-11,0.099309293,-0.607994048,-1.490135918,-11,-3.589173148,6.926067043,-11,-11,-11,-11,-1.270060728,-3.109829038,-11,-5.557210418,-1.185303488,-4.972019788,-2.196984988,-11,-3.865969188,-11,-3.396695828,-0.722684857,-11,-5.289382018,-4.540678468,-0.533586747,-11,-11,-11,0.081957113,-11,-11
-0.924825548,-11,-11,-5.172976938,-11,-4.228098378,-0.420923908,-4.857796528,-1.404896138,2.593808703,-0.139875388,-1.089846448,-2.757322278,-11,-0.148659488,4.401489513,-1.400643728,-11,-11,-11,-2.522716978,-0.668579438,-1.526999468,-0.112809298,-1.888455698,-11,0.699918473,-11,0.322807163,-5.886014628,0.447431903,-0.075882338,-8.607986158,-1.806174178,-11,0.835948623,-0.714367578,-11,-11,0.563690402,-11,-11
-3.62884294,-11,-11,-6.61893185,-11,-11,-2.89805194,-11,-11,-0.35679165,0.55714022,-0.84204845,-3.49294241,-11,0.30090039,6.066693493,-1.5728734,-11,-11,-11,-3.64200487,-2.0734847,-3.3093125,-2.16585788,-1.44561256,-11,0.36469302,-11,-11,-11,-0.80265312,-1.05900785,-11,-1.23980609,-11,-1.21496702,-11,-11,-11,0.04507834,-11,-11
-3.570448435,-11,-11,-6.142196815,-11,-7.449186405,-2.760412605,-11,-4.894663235,-4.045025115,0.074779165,-1.059453635,-2.615939705,-11,-4.314510835,7.168874068,-11,-11,-11,-11,-3.616796135,-3.366293375,-11,-5.879827745,-1.795560605,-11,-0.524265995,-11,-11,-6.102915025,-5.230541575,-2.002293705,-11,-5.691153185,-11,-1.849856155,-11,-11,-11,-2.490141835,-11,-11
-4.77139402,-11,-11,-4.09001478,-11,-11,-3.58922301,-11,-5.55947239,-11,0.50625995,-1.55575111,-3.4597461,-11,-2.721164,7.508774919,-11,-11,-11,-11,-1.92870885,-2.28034495,-11,-11,-1.97512178,-11,-4.26495412,-11,-11,-11,-4.33682194,-1.24445482,-11,-3.03223813,-11,-1.40414266,-11,-11,-11,-1.08997702,-11,-11
-1.718843855,-11,-11,-8.697409625,-11,-11,-4.057433715,-11,-4.132387765,-4.189115655,0.609487805,-1.453429495,-1.269406255,-11,-4.620175695,7.242111177,-11,-11,-11,-11,-2.210455855,-5.124548725,-11,-11,-1.395154945,-11,0.771868495,-11,-11,-11,-2.617463545,-1.449983455,-11,-3.904706405,-11,-1.047492355,-2.130386505,-11,-11,-0.477742105,-11,-11
-2.60727655,-11,-11,-4.28767868,-11,-11,-2.13703614,-11,-3.7507188,-3.99628672,1.10074987,-0.63547749,-2.53552683,-11,-0.85653535,7.665845361,-11,-11,-11,-11,-1.81483586,-2.9307627,-5.47668474,-3.23310075,-0.64332989,-11,-0.07952565,-11,-11,-6.23474788,-11,-0.56789679,-11,-2.47645936,-11,-0.2553115,-11,-11,-11,-1.58600491,-11,-11
-4.196816595,-11,-4.046576005,-4.093742875,-11,-4.873999615,-1.204728355,-11,-2.376703905,2.094948515,0.107523345,-2.241996665,-3.299498085,-4.864496855,-2.136331255,1.470001185,-1.860013715,-11,-11,-11,-2.623922185,-1.720357965,-2.250766125,-1.091112065,-2.592439375,-11,-0.899887185,-11,0.298430385,-11,0.266562005,-1.186818475,-11,-1.589971575,-11,0.064188335,-2.323738115,-11,-11,-0.254536735,-11,-11
-4.30447239,-11,-11,-11,-11,-11,-11,-11,-11,-11,0.92996356,-3.05292624,-3.66561836,-11,-0.87289749,7.488932546,-11,-11,-11,-11,-3.82663406,-4.91160317,-11,-5.91430946,-1.8769288,-11,-1.47630004,-11,-11,-11,-11,-1.16882325,-11,-11,-11,-3.37540851,-11,-11,-11,-0.36941973,-11,-11
-3.417297365,-11,-11,-11,-11,-11,-2.333251705,-11,-6.398232305,-1.722958475,-0.014354615,-1.791587595,-2.982876415,-11,-1.326160485,6.875507659,-3.228607965,-11,-11,-11,-3.019130775,-3.600549925,-11,-4.270347185,-1.586341955,-7.177916145,-1.742727765,-11,-11,-11,-11,-1.096715845,-11,-3.396133955,-11,-1.796719275,-5.203172325,-11,-11,-0.714626445,-11,-11
-11,-11,-11,-4.923206295,-11,-11,-2.695861985,-11,-11,-11,0.303759425,-2.394058405,-3.257742375,-11,-1.544513195,7.093047036,-2.927704245,-11,-11,-11,-3.817622805,-3.881931045,-11,-5.942939285,-2.416073835,-11,-0.212794995,-11,-11,-5.885413465,-4.294324765,-1.044772035,-11,-11,-11,-2.177424215,-11,-11,-11,-2.220065115,-11,-11
-6.233081508,-11,3.885522023,-2.148874158,-2.268556518,-5.583979408,0.906453582,-5.618033748,-1.929346958,1.183068503,-2.074126658,-2.361515468,-11,-11,-11,-2.299937998,-2.773277828,-11,-11,-11,-1.274374048,-1.133164358,0.117783372,-0.702171598,-2.132307168,-11,0.171862652,-11,0.235761972,-6.863128228,-1.033118818,-3.903889818,-5.132211948,-0.517603888,-2.113026418,-0.124258618,1.188265663,-11,-11,-3.588341758,-11,-11
-3.619026738,-11,-11,-5.513432568,-11,-7.219877598,-2.554641288,-5.509037468,-4.669295858,-11,0.952935363,-1.532633588,-3.129072868,-11,-1.069694608,7.529159904,-11,-11,-11,-11,-2.470303138,-6.798720218,-11,-4.664572518,-0.790610448,-11,-0.317690208,-11,-11,-5.399811408,-9.069558748,-0.997914988,-11,-11,-11,-1.923512498,-5.488711098,-11,-11,-0.390355308,-11,-11
-1.9232151,-11,-11,-3.73236535,-11,-6.75721657,-5.10041762,-11,-6.05705047,-11,0.37767124,-1.13925753,-2.32392407,-11,-2.0546122,7.404025974,-3.99763323,-11,-11,-11,-2.59255999,-3.49908841,-11,-4.14899963,-1.4287465,-11,-0.63658492,-11,-11,-5.48413954,-4.83707325,-0.18880883,-11,-2.97703455,-11,0.19547321,-11,-11,-11,-0.03274471,-11,-11
-1.887949343,-11,-11,-3.453549773,-11,-11,-3.669264923,-11,-11,-11,1.139862238,-0.728641553,-2.367187353,-11,0.187764578,8.580217818,-11,-11,-11,-11,-2.718871063,-4.362886913,-4.633181013,-11,-0.539658083,-11,-0.190731623,-11,-11,-11,-5.173146283,-0.409501083,-11,-11,-11,-1.503669003,-5.314754763,-11,-11,-0.223292573,-7.708115233,-11
-2.829298123,-11,-11,-11,-11,-11,-2.113331053,-11,-11,-2.671325833,1.038063758,-1.478713683,-2.800075023,-11,-0.315680583,7.639147597,-11,-11,-11,-11,-2.273649773,-2.987601323,-11,-4.909484743,-1.349849953,-11,-0.721942283,-11,-11,-11,-11,-0.961657193,-11,-2.553242443,-11,-1.476924523,-11,-11,-11,0.098195817,-11,-11
-3.101666568,-11,-11,-11,-11,-11,-1.856786688,-5.570440718,-5.744450658,-5.287967788,0.033927053,-2.169423318,-2.122558748,-11,-1.300316338,7.28452985,-11,-11,-11,-11,-4.145858298,-3.901818348,-11,-6.968047658,-1.810703738,-11,-0.452810337,-11,-11,-11,-4.211956008,-2.047059218,-11,-11,-11,-2.055380428,-11,-11,-11,-0.792338597,-11,-11
-3.319381855,-11,-11,-5.217570065,-11,-11,-2.692835265,-11,-6.130860175,-11,0.391507895,-0.541131555,-1.941671605,-11,-1.768553455,7.969960087,-11,-11,-11,-11,-3.184487515,-5.009987345,-11,-11,-0.855770115,-11,-1.538288045,-11,-11,-11,-11,-1.558468465,-11,-5.407941325,-11,-1.849738595,-11,-11,-11,0.264830705,-11,-11
-11,-11,-11,-11,-11,-11,-2.756729713,-11,-6.005100943,-11,0.237438078,-1.224853933,-3.716641913,-11,-3.593346633,7.199658545,-11,-11,-11,-11,-2.941348393,-3.369361153,-11,-4.903161423,-1.347866013,-11,-2.022495753,-11,-11,-8.056195313,-4.703095453,-2.122133663,-11,-11,-11,-1.882512263,-11,-11,-11,-0.106050012,-11,-11
-3.67569034,-11,-11,-11,-11,-11,-1.90213265,-11,-4.98231206,-3.19690346,-0.33838745,-1.31250431,-2.25832369,-11,-3.11516373,6.941209219,-2.81981267,-11,-11,-11,-3.06142796,-4.24475715,-11,-2.76840131,-0.91685612,-5.5572672,-0.58720281,-11,-11,-11,-2.1082238,-1.07776761,-11,-3.91780306,-11,-1.91759813,-4.37824912,-11,-11,-0.93412101,-11,-11
-2.039972423,-11,-11,-3.652648513,-11,-6.388963803,-1.425620213,-11,-3.926115143,-11,1.171679648,-0.279054122,-1.841680873,-11,-1.026407043,7.80246867,-11,-11,-11,-11,-1.080238093,-11,-5.316848713,-11,-0.483582412,-11,-0.520124752,-11,-11,-3.759322383,-11,-1.072113643,-11,-3.949481053,-11,-1.172796893,-4.535591213,-11,-11,-0.657229692,-11,-11
-2.686100288,-11,0.772677803,-3.547975128,-4.434024468,-4.606748578,-0.974009537,-2.513761238,-2.526818178,0.743145673,-0.653611407,-1.537792848,-3.903370618,-4.901469168,-0.552655288,0.474820333,-1.379401908,-11,-11,-11,-5.053559008,-1.421802408,-2.500976888,-1.821662688,-4.140040778,-5.317530158,-0.592087737,-11,-0.282100487,-11,-0.441891997,-1.155800958,-11,-1.824539478,-3.354823898,-0.573876838,-1.722534628,-11,-11,-0.339064627,-11,-11
-3.857000003,-11,-11,-4.743589883,-11,-11,-3.163249853,-11,-11,-2.034929353,0.806554328,-0.166094833,-4.938367993,-11,-0.996249253,7.52747634,-3.236127133,-11,-11,-11,-1.981902513,-2.983177153,-11,-3.780326163,-0.750402982,-11,-11,-11,-11,-11,-1.434237233,-1.832028083,-11,-3.269995523,-11,-1.741463133,-11,-11,-11,-0.245189153,-11,-11
-2.38851707,-11,-11,-6.93558655,-11,-11,-3.80774587,-11,-4.16605271,-11,0.81636379,-0.81071099,-2.52702874,-11,0.41223001,8.290964446,-11,-11,-11,-11,-3.31116492,-1.98816084,-11,-6.24795759,0.0985728,-11,0.16920126,-11,-11,-5.91989588,-11,-0.27301599,-11,-2.95496977,-11,-3.18319057,-11,-11,-4.98021759,0.37332959,-11,-11
-2.59020565,-11,-11,-4.06049398,-11,-11,-3.92032127,-11,-3.84799505,-1.11656026,0.9631943,-0.27253843,-1.70057842,-11,-2.19723799,7.362884594,-1.71881432,-11,-11,-11,-3.64047282,-1.87772721,-11,-4.11497821,-0.83829078,-6.25362129,0.37298614,-11,-11,-5.12284598,-1.21188355,-0.31449668,-11,-2.62288599,-11,0.75147801,-11,-11,-11,0.55133907,-11,-11
-2.857577118,-11,-11,-4.555713888,-11,-11,-1.684116458,-11,-4.508027988,-11,0.363264643,-1.018388998,-1.710329268,-11,-1.412741318,6.511463628,-11,-11,-11,-11,-2.376770878,-4.722465558,-11,-3.455662418,-0.488156028,-11,-2.266693058,-11,-11,-11,-3.296215808,-1.267911828,-11,-3.655768248,-11,-0.831693308,-11,-11,-11,-0.179437458,-11,-11
-3.045168048,-11,-11,-5.019597488,-11,-7.201551838,-0.944622778,-5.487510638,-3.906429628,0.083207232,0.156422232,-1.007105318,-2.796407778,-11,-1.523979438,6.546462452,-2.666832558,-11,-11,-11,-1.217482598,-2.291738258,-4.658143858,-3.503675758,-0.770122398,-5.540824768,0.927791552,-11,-11,-11,-3.041530948,-0.925234018,-11,-2.482182008,-11,-1.051645418,-2.737005598,-11,-11,-0.285776628,-11,-11
-2.57187457,-11,-11,-11,-11,-11,-2.10937262,-11,-5.38824224,-11,0.5418858,-1.42638784,-2.30667499,-11,-1.43480355,6.633415527,-11,-11,-11,-11,-3.12834843,-11,-5.35052143,-4.70874661,-1.17783575,-11,-1.23578967,-11,-11,-5.29654239,-2.32751544,-1.18867806,-11,-3.00938981,-11,-3.18585493,-4.31522649,-11,-11,-0.78998335,-11,-11
-2.922659975,-11,-11,-11,-11,-11,-2.712953055,-11,-5.787842395,-5.166563815,0.640122395,-0.971001085,-3.313668375,-11,-2.615546315,7.560590207,-11,-11,-11,-11,-3.914699725,-4.651882665,-11,-5.397388835,-1.278255385,-11,-0.326337165,-11,-11,-4.785408065,-11,-0.566867815,-11,-11,-11,-1.291508615,-11,-11,-11,-0.821609625,-11,-11
-3.847547638,-11,-11,-11,-11,-5.655468218,-3.116612648,-11,-6.191284948,-2.009398578,0.015590392,-1.846724838,-3.256698588,-11,-2.321605938,6.327739863,-5.785805908,-11,-11,-11,-3.381780518,-4.728274868,-11,-2.152373718,-1.192864358,-11,-1.990597918,-11,-11,-11,-0.503251828,-3.169150118,-11,-1.773033888,-4.828604688,-0.957320028,-11,-11,-11,-1.363640328,-11,-11
-3.954136278,-11,-11,-11,-11,-11,-0.378726737,-11,-4.156497638,-1.498502258,0.950759532,-1.256731808,-2.313484868,-11,-3.983193248,7.208566256,-11,-11,-11,-11,-3.517493508,-1.386561488,-11,-2.310563808,-0.705479748,-3.620646368,1.841173573,-11,-11,-11,-2.743312248,-0.574135027,-11,-2.822266568,-11,-0.260750778,-11,-11,-11,0.570451662,-11,-11
-4.211501493,-11,-11,-11,-11,-11,-2.904459293,-11,-4.940895393,-2.755795483,0.567142698,-1.622793873,-1.312725063,-11,-0.583495273,6.904142464,-11,-11,-11,-11,-2.895056793,-11,-11,-4.505301463,0.021738177,-4.211044093,-0.662358543,-11,-11,-6.779704993,-11,-0.936488953,-11,-4.926364243,-11,-2.305324773,-11,-11,-11,-0.563858842,-11,-3.900713103
-3.358296123,-11,-7.015100323,-4.094809223,-11,-11,-2.001006563,-11,-3.130977923,-2.655090023,0.670051488,-0.643535452,-1.558810383,-11,-2.818593613,7.730806408,-11,-11,-11,-11,-2.077113033,-1.977957483,-5.689190053,-2.512952393,-0.291829173,-11,0.862773518,-11,-11,-4.999109843,-1.828119153,-0.963223122,-11,-3.884761553,-11,-0.010749782,-3.835111223,-11,-11,0.022608577,-11,-11
-2.853908578,-11,-11,-4.398130198,-11,-11,-1.859532248,-11,-11,-11,0.648419753,-0.576329868,-3.299698078,-11,-0.673242338,6.696724121,-11,-11,-11,-11,-4.185611768,-5.935095898,-11,-4.450115198,-3.421450928,-11,-11,-11,-11,-5.966722318,-3.551876748,-2.080980208,-11,-5.367128928,-11,-1.580066808,-11,-11,-11,-0.428466517,-11,-11
-2.34982364,-11,-11,-5.1966045,-11,-11,-1.03486508,-11,-11,-11,1.31587294,-0.40285215,-2.32172736,-11,-1.18276609,7.569919976,-11,-11,-11,-11,-2.23105171,-3.06233282,-11,-11,-1.33347747,-11,-0.03520774,-11,-11,-11,-11,-1.25627806,-11,-5.35878191,-11,-0.93547829,-11,-11,-11,-0.57293174,-11,-11
-3.710849098,-11,-11,-11,-11,-11,-3.405641508,-11,-4.739962458,0.415783053,0.189307373,-0.750284158,-4.512798178,-11,-1.887468258,7.341322448,-11,-11,-11,-11,-2.778663328,-1.567544458,-11,-1.630879978,-2.902267118,-11,0.510827152,-11,-11,-11,-1.467097668,-1.033535598,-11,-4.184372178,-11,-2.073606178,-11,-11,-11,0.087505673,-11,-11
-4.67543508,-11,-11,-11,-11,-11,-3.43536372,-11,-11,-3.27391912,1.60592515,-0.13243859,-2.86580579,-11,-0.28941394,8.395285341,-11,-11,-11,-11,-1.51810694,-2.28131663,-11,-3.74196751,0.12172888,-11,-0.1632191,-11,-11,-11,-4.18511269,-0.99946156,-11,-4.76593588,-11,-1.24310556,-4.6292905,-11,-11,0.18572014,-11,-3.25256084
-5.134729478,-11,-11,-11,-11,-11,-2.354076868,-11,-5.759040698,-11,1.072787383,-0.705044588,-3.305142378,-11,-2.892215368,6.627458098,-11,-11,-11,-11,-2.803814938,-5.093075038,-11,-4.906993158,-1.677815418,-11,-1.875832588,-11,-11,-11,-3.017537628,-3.211506718,-11,-4.147021478,-11,-2.335345988,-11,-11,-11,-1.818447408,-11,-11
-3.369314803,-11,-11,-11,-11,-5.844192083,-3.491743323,-11,-3.659032283,-4.746675693,0.420186388,0.099162188,-4.286732103,-11,0.109755268,7.790422327,-11,-11,-11,-11,-2.799994343,-5.848910313,-11,-11,-3.772852093,-11,-11,-11,-11,-11,-0.745856423,-0.598801072,-11,-11,-11,-4.585002603,-11,-11,-11,-0.240605983,-11,-11
-2.917225805,-11,-11,-4.067369485,-11,-11,-2.027195415,-11,-11,-3.905177515,0.933070015,-0.799621595,-2.327893735,-11,-1.242352975,7.903222158,-11,-11,-11,-11,-1.925816075,-3.422963385,-11,-4.144169845,-0.312024625,-4.774210225,-1.486779055,-11,-11,-4.527354125,-5.244804005,-0.559593805,-11,-11,-11,-1.042139955,-11,-11,-11,0.243982855,-11,-11
-11,-11,-11,-3.542777898,-11,-11,-1.920993028,-11,-5.445564488,-2.104170538,0.806851123,-0.430394978,-1.322118018,-11,-2.912895058,7.691152647,-11,-11,-11,-11,-2.232990768,-2.108049528,-11,-2.870454738,-0.272528018,-11,0.065835513,-11,-11,-11,-2.680220398,-0.203749688,-11,-5.228931838,-11,-1.549624758,-11,-11,-11,0.212906563,-11,-11
-11,-11,-11,-4.818647935,-11,-6.227387355,-1.515955665,-11,-5.338045785,-11,0.971165475,-0.347740035,-2.088490745,-11,-3.346216935,7.640056844,-11,-11,-11,-11,-2.728875255,-4.506750735,-11,-5.322914925,-1.160748685,-11,-0.113386735,-11,-11,-5.504897465,-4.339477255,-3.095367625,-11,-4.112349885,-11,-2.283547165,-11,-11,-11,-1.829800835,-11,-11
-2.88751532,-11,-11,-5.740851,-11,-11,-3.47403309,-9.15901581,-11,-4.65380186,-0.43696956,-0.94495462,-4.13568597,-11,-3.05193186,7.631938375,-11,-11,-11,-11,-2.12148865,-2.54721585,-11,-5.02186334,-0.35922245,-5.48231104,-2.05727236,-11,-11,-11,-4.46259956,-1.99900225,-11,-4.30449504,-11,-2.1879816,-11,-11,-11,0.04982667,-11,-11
-3.90971311,-11,-11,-3.95754565,-11,-6.19584444,-1.49623365,-11,-4.10520091,-3.91309326,0.26205117,-0.92354531,-2.49237,-11,-0.599154,6.579893905,-11,-11,-11,-11,-1.959245,-2.80594999,-11,-3.81189934,-3.73436997,-11,-0.06724801,-11,-11,-11,-11,-1.43769902,-11,-2.36742492,-11,-1.81957624,-11,-11,-11,-2.26699055,-11,-11
-1.93825808,-11,-11,-5.56935652,-11,-11,-3.73639576,-11,-3.85122904,-3.23396316,0.48993295,-1.5513721,-3.35183049,-11,-1.06605895,6.861764213,-11,-11,-11,-11,-3.32199644,-2.38159205,-11,-3.90202207,-1.10064367,-6.30134073,-0.234009,-11,-11,-11,-2.50198615,-1.49095979,-11,-4.7024072,-11,-1.77949556,-4.75041282,-11,-11,-1.06024824,-11,-4.18852747
